ticker,expiry_time,status,side,price,score,won,pnl_cents,product
KXBTC15M-26MAR301030-00,2026-03-30T10:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR301030-00,2026-03-30T10:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301045-00,2026-03-30T10:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR301045-00,2026-03-30T10:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301100-00,2026-03-30T11:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR301100-00,2026-03-30T11:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301115-00,2026-03-30T11:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR301115-00,2026-03-30T11:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301130-00,2026-03-30T11:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR301130-00,2026-03-30T11:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301145-00,2026-03-30T11:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR301145-00,2026-03-30T11:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301200-00,2026-03-30T12:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR301200-00,2026-03-30T12:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301215-00,2026-03-30T12:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR301215-00,2026-03-30T12:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301230-00,2026-03-30T12:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR301230-00,2026-03-30T12:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301245-00,2026-03-30T12:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR301245-00,2026-03-30T12:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301300-00,2026-03-30T13:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR301300-00,2026-03-30T13:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301315-00,2026-03-30T13:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR301315-00,2026-03-30T13:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301330-00,2026-03-30T13:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR301330-00,2026-03-30T13:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301345-00,2026-03-30T13:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR301345-00,2026-03-30T13:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301400-00,2026-03-30T14:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR301400-00,2026-03-30T14:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301415-00,2026-03-30T14:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR301415-00,2026-03-30T14:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301430-00,2026-03-30T14:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR301430-00,2026-03-30T14:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301445-00,2026-03-30T14:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR301445-00,2026-03-30T14:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301500-00,2026-03-30T15:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR301500-00,2026-03-30T15:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301515-00,2026-03-30T15:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR301515-00,2026-03-30T15:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301530-00,2026-03-30T15:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR301530-00,2026-03-30T15:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301545-00,2026-03-30T15:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR301545-00,2026-03-30T15:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301600-00,2026-03-30T16:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR301600-00,2026-03-30T16:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301615-00,2026-03-30T16:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR301615-00,2026-03-30T16:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301630-00,2026-03-30T16:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR301630-00,2026-03-30T16:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301645-00,2026-03-30T16:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR301645-00,2026-03-30T16:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301700-00,2026-03-30T17:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR301700-00,2026-03-30T17:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301715-00,2026-03-30T17:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR301715-00,2026-03-30T17:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301730-00,2026-03-30T17:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR301730-00,2026-03-30T17:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301745-00,2026-03-30T17:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR301745-00,2026-03-30T17:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301800-00,2026-03-30T18:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR301800-00,2026-03-30T18:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301815-00,2026-03-30T18:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR301815-00,2026-03-30T18:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301830-00,2026-03-30T18:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR301830-00,2026-03-30T18:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301845-00,2026-03-30T18:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR301845-00,2026-03-30T18:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301900-00,2026-03-30T19:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR301900-00,2026-03-30T19:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301915-00,2026-03-30T19:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR301915-00,2026-03-30T19:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301930-00,2026-03-30T19:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR301930-00,2026-03-30T19:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301945-00,2026-03-30T19:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR301945-00,2026-03-30T19:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR302000-00,2026-03-30T20:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR302000-00,2026-03-30T20:00:00+00:00,rejected,,,,,,
