ticker,expiry_time,status,side,price,score,won,pnl_cents,product
KXBTC15M-26MAR300815-00,2026-03-30T08:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR300815-00,2026-03-30T08:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR300830-00,2026-03-30T08:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR300830-00,2026-03-30T08:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR300845-00,2026-03-30T08:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR300845-00,2026-03-30T08:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR300900-00,2026-03-30T09:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR300900-00,2026-03-30T09:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR300915-00,2026-03-30T09:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR300915-00,2026-03-30T09:15:00+00:00,rejected,,,,,,
KXBTC15M-26MAR300930-00,2026-03-30T09:30:00+00:00,rejected,,,,,,
KXETH15M-26MAR300930-00,2026-03-30T09:30:00+00:00,rejected,,,,,,
KXBTC15M-26MAR300945-00,2026-03-30T09:45:00+00:00,rejected,,,,,,
KXETH15M-26MAR300945-00,2026-03-30T09:45:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301000-00,2026-03-30T10:00:00+00:00,rejected,,,,,,
KXETH15M-26MAR301000-00,2026-03-30T10:00:00+00:00,rejected,,,,,,
KXBTC15M-26MAR301015-00,2026-03-30T10:15:00+00:00,rejected,,,,,,
KXETH15M-26MAR301015-00,2026-03-30T10:15:00+00:00,rejected,,,,,,
